Dave View Hours	Dave short y/n	#shorts	video_id	title	url	channel_name	upload_date	duration_seconds	view_count	like_count	description
21	 N 	  Future 	jvCf7oML7kA	Credit Isn't Debt ? It's a Bet on the Future	https://www.youtube.com/watch?v=jvCf7oML7kA	Promethean Action Science	20260324	56	1321	105	Sign up for our FREE newsletters: https://prom.ac/sci   Contact ? Science@PrometheanAction.com  X ? https://x.com/Ben_Deniston   Alexander Hamilton understood something most economists still get wrong. Public credit isn't borrowing against existing wealth ? it's borrowing against the future productivity that the investment itself will generate. After the Revolution; America was bankrupt. Hamilton restructured the war debt; used it to capitalize the First National Bank; and laid the foundation for the policies that built America into the greatest industrial power in history. That same principle is what the Trump Administration is now applying to the critical minerals crisis.  Full video: https://youtu.be/IqNHdC9USis
9,613	 N 	 3; 2026 	oQGYQ-1oBMI	Strategic Overview - Iran; the Middle East; and the Global System - March 23; 2026	https://www.youtube.com/watch?v=oQGYQ-1oBMI	Promethean In-Depth	20260324	1983	17451	2410	Get our FREE newsletter at https://www.PrometheanAction.com ? On this Monday night Promethean strategic discussion; Mike Steger frames the Iran crisis as part of a broader struggle over globalist financial and intelligence leverage centered in London; including maritime insurance dynamics in the Persian Gulf and monitoring through Oman. He argues Trump bypassed the EU and UK; prompting panic; and says Trump is pursuing talks with Iranian leadership while pausing strikes on energy infrastructure; aiming for a viable Iran integrated into regional prosperity through an Abraham Accords-style economic orientation. Steger links this to energy abundance as a prerequisite for global development and contrasts it with efforts to choke off energy investment. He then highlights Trump?s Memphis event; where residents credit the National Guard-backed Memphis Safe Task Force with sharply reducing violence; using it to argue that reality-based improvements?not propaganda?drive political support and should guide strategy at home and abroad.  00:00 Welcome and Format 00:24 Gulf Crisis and London 03:50 Trump Strategy on Iran 05:00 Venezuela Energy Leverage 05:52 Europe Panic and NATO Shift 07:00 Abraham Accords Vision 09:50 Pause and Negotiations 10:17 Media Doom and Psyops 13:09 Narco Networks and Politics 16:47 Memphis Safety Operation 21:23 Memphis Testimony Clip 28:07 Reality Over Propaganda 31:01 Building a New Future 32:55 Closing and Subscribe
1,300	 Y 	 #shorts 	NXR5PZhdszc	Middle East Oil Disruption: Who REALLY Benefits? #shorts	https://www.youtube.com/watch?v=NXR5PZhdszc	Promethean Updates	20260323	61	76749	8145	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Trump calls out NATO's 'cowardice' over Strait of Hormuz. While happy to fuel wars in Ukraine; they ignore threats to vital shipping lanes their economies depend on. NATO: an enforcement arm for perpetual conflict. #NATO #MiddleEast #Geopolitics #EnergySecurity #GlobalPolitics
2,046	 Y 	 #shorts 	tqKcYMIGKQE	Trump's National Security Strategy: Mideast Oil & Israel's Role #shorts	https://www.youtube.com/watch?v=tqKcYMIGKQE	Promethean Updates	20260323	107	68831	7794	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Trump's national security strategy prioritizes Mideast oil security and ending 'forever wars' via American energy independence. This approach reframes alliances; including Israel's; as strategic partnerships rather than exceptional obligations. #TrumpPolicy #EnergyIndependence #MiddleEast #ForeignPolicy #NationalSecurity
17	 N 	 ndustry 	LZoIWuBQuSc	The $130 Trillion Chokehold on American Industry	https://www.youtube.com/watch?v=LZoIWuBQuSc	Promethean Action Science	20260323	62	973	170	Sign up for our FREE newsletters: https://prom.ac/sci   Contact ? Science@PrometheanAction.com  X ? https://x.com/Ben_Deniston   In 2015; Bank of England Governor Mark Carney ? the same Mark Carney later installed as Canada's Prime Minister ? launched a campaign to embed climate criteria into global banking. By 2021; over 450 financial institutions controlling $130+ trillion had committed to restricting capital to mining; energy; and manufacturing. This wasn't a free market correction. It was a deliberate policy of deindustrialization; originating from the City of London financial system; dressed up in green rhetoric. The Trump Administration is now fighting to break this chokehold.  Full video: https://youtu.be/IqNHdC9USis
65,979	 N 	 bal Oil 	snFTKprCKGg	PANIC: Iran Folds as Trump Cuts London's Hidden Hand Over Global Oil	https://www.youtube.com/watch?v=snFTKprCKGg	Promethean Updates	20260323	693	342748	47043	Get our FREE Newsletter at https://www.PrometheanAction.com ? Barbara Boyd argues that most commentary on the Middle East misses the economic dimension: after U.S. energy independence; Trump is targeting the City of London?s long-standing influence over global energy pricing. She cites Trump?s Truth Social warning to Iran over the Strait of Hormuz; subsequent negotiations; and a five-day extension; contrasting media reactions with what she calls London and Wall Street interests. Boyd says Britain is facing an economic emergency as energy and borrowing costs surge; while Gulf states shift trillions in investment toward the U.S. and a ?Board of Peace? focused on development and modern energy. She claims the true Hormuz chokepoint is London?s marine war-risk insurance; noting Lloyd?s cancellation led to an 81% traffic collapse; and frames current events as a struggle between empire and sovereign nations.  ???? America 250 Merch drop; featuring Benjamin Franklin; George Washington and Alexander Hamilton: https://shop.prometheanaction.com/collections/america-250-founding-fathers-collection-17762026  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Monday Brief - PANIC: Iran Folds as Trump Cuts London's Hidden Hand Over Global Oil - March 23; 2026 02:14 The City Is Bleeding 05:58 The Real Chokepoint 08:45 Bitter Lake to Mar-a-Lago
709	 Y 	 #shorts 	GgXlmLSQej8	Trump's Bold Move: Israel & NATO Confronted! #shorts	https://www.youtube.com/watch?v=GgXlmLSQej8	Promethean Updates	20260322	48	53190	5965	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. President Trump publicly stated Israel should not have attacked Iran's oil field. He then criticized NATO as a 'paper tiger' for not joining the fight against a nuclear Iran; suggesting a shift in US foreign policy. #Trump #Israel #NATO #ForeignPolicy #Geopolitics
23	 N 	 exposed 	TtU6JM9Y8SY	Why Libertarians Are Wrong About How Markets Actually Work #debate #exposed	https://www.youtube.com/watch?v=TtU6JM9Y8SY	Promethean Action Science	20260322	63	1306	123	Sign up for our FREE newsletters: https://prom.ac/sci   Contact ? Science@PrometheanAction.com  X ? https://x.com/Ben_Deniston   "Let the market decide!" Okay ? but let's talk about what that market actually looks like. On one side; China spent nearly $10 billion in a single decade subsidizing rare earth production to bankrupt American competitors. On the other; a City of London-led financial architecture aligned $130+ trillion to choke off credit to mining and energy. That's the "free market" the libertarians want you to trust. Hamilton had a better idea ? and so does the Trump Administration.  Full video: https://youtu.be/IqNHdC9USis
12,540	 N 	 f Babel 	WQmVuIutuhg	Saturday Class - The Fight for National Sovereignty Against The Modern-Day Tower of Babel	https://www.youtube.com/watch?v=WQmVuIutuhg	Promethean In-Depth	20260322	3183	14183	1045	Get our FREE Newsletter at https://www.PrometheanAction.com ? In this episode; Will Wertz contrasts the ?American system? of national sovereignty and investment in human creativity with a millennia-long imperial tradition described as the Babylonian or Anglo-Dutch system; tracing its influence from Rome and Venice to the British Empire and today?s European Union. Citing the U.S. Constitution?s preamble and the Declaration of Independence; he argues sovereignty rests with ?we the people;? not monarchs or supranational bodies. He links past dark ages?especially Europe?s 14th-century population collapse amid war; banking crises; plague; and church schism?to anti-scientific; oligarchical rule; highlighting figures such as Dante and Nicholas of Cusa for advancing modern science and consent-based government. He criticizes the EU?s Maastricht architecture (euro; ECB; court supremacy; unelected leadership); economic decline; low fertility; energy policy; and NATO expansion; and proposes disbanding the EU in favor of a new Bretton Woods system led by the U.S.; Russia; China; and India grounded in national banking and productive development.  00:00 Two Systems Clash 03:17 Constitution and Consent 04:53 Empire and Babel 07:15 Creativity Versus Oligarchy 11:48 Venetian Dark Age 17:22 Renaissances and Nationhood 22:45 Cusa and Modern Science 28:48 Westphalia to British Empire 32:39 EU Built Without Sovereignty 39:34 EU Decline and Control 45:56 New Bretton Woods Plan 47:46 Monroe Doctrine and Wrap Up  Powerpoint slide credits: 1) ?Beware the British East India Company? book: https://www.amazon.com/BEWARE-British-East-India-Company-ebook/dp/B0BWKNZ495  2) Preamble: self-made.  3) Bruegel?s Tower of Babel: https://commons.wikimedia.org/wiki/File:Pieter_Bruegel_the_Elder_-_The_Tower_of_Babel_(Vienna)_-_Google_Art_Project_-_edited.jpg  4) Louise Weiss Building: https://de.wikipedia.org/wiki/Datei:14-02-04-Parlement-europ%C3%A9en-Strasbourg-RalfR-029.jpg credit Ralf Roletschek  5) Growth of world population? from https://www.larouchepub.com  6) LaRouche?s quote is from his ?The Final Defeat of Ayatollah Khomeini? (New Benjamin Franklin House; 1982).  7)European fertility: https://fred.stlouisfed.org/series/SPDYNTFRTINEUU  8) EU share of world GDP: https://www.imf.org/external/datamapper/PPPSH@WEO/EU EU share  9) Energy Production in the EU: https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Energy_statistics_-_an_overview#Primary_energy_production  10) History of NATO enlargement: https://commons.wikimedia.org/wiki/File:History_of_NATO_enlargement_animation.gif  credit: Patrickneal
377	 Y 	 #shorts 	HqB3ddOTXgE	Teddy Roosevelt: Cowboy With a Nasty History #shorts	https://www.youtube.com/watch?v=HqB3ddOTXgE	Promethean Updates	20260321	40	33917	3099	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Teddy Roosevelt; a MAGA favorite for his 'cowboy mystique'; had a complex financial legacy. Records suggest he was heavily influenced by Morgan interests; contradicting his public image. #TeddyRoosevelt #USHistory #FinancialInfluence #AmericanIdeology
4,578	 Y 	 #shorts 	GvwdcpHi1Yk	Soros' Open Society: Destroying Nations; Forging Enclaves #shorts	https://www.youtube.com/watch?v=GvwdcpHi1Yk	Promethean Updates	20260321	158	104319	14903	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Unpacking George Soros's philosophical core: open borders as a tool to dismantle nation-states; paving the way for controlled; tribal enclaves. This strategy; rooted in Karl Popper's ideas; is driving totalitarian tendencies in Europe under a democratic guise; censoring dissent and punishing thought crimes. #OpenSociety #GeorgeSoros #Geopolitics #KarlPopper #ThoughtPolice
23	 N 	 nce FDR 	VuLnKRm7rHU	Trump Is Doing Something No President Has Done Since FDR	https://www.youtube.com/watch?v=VuLnKRm7rHU	Promethean Action Science	20260321	66	1262	149	Sign up for our FREE newsletters: https://prom.ac/sci   Contact ? Science@PrometheanAction.com  X ? https://x.com/Ben_Deniston   The Trump Administration is deploying public credit tools not seen since FDR's Reconstruction Finance Corporation ? affordable loans; guaranteed price floors; direct equity stakes; and a $10 billion strategic minerals reserve. This isn't socialism. This is the American System. Part of our series on the critical minerals crisis.   Full video: https://youtu.be/IqNHdC9USis
69,170	 N 	 e's Why 	95AuuvPKMj8	SLAPPED DOWN: Trump Just Told Israel AND NATO NO! ? Here's Why	https://www.youtube.com/watch?v=95AuuvPKMj8	Promethean Updates	20260321	728	342048	45057	*Get our FREE Newsletter at* https://www.PrometheanAction.com ? President Trump publicly rejected Israel?s strike on Iran?s South Pars gas field and criticized NATO for refusing to help secure the Strait of Hormuz; arguing both reflect a long-running ?Great Game? strategy centered on energy choke points and instability. Susan Kokinda says these moves follow Trump?s December National Security Strategy; which prioritizes avoiding ?forever wars;? preventing adversaries from dominating Middle East energy routes; and making choke-point leverage obsolete through American energy independence. She highlights administration comments that Israel ?doesn?t hate the chaos? while the U.S. wants stability; and notes shifting U.S. political dynamics as figures in both parties question allies who won?t contribute. Kokinda points to new U.S.-Japan agreements?over $60B in U.S. natural gas investment; $40B for small modular nuclear reactors; and deep-sea critical minerals cooperation?as the model for a new; nation-to-nation strategic architecture.  ???? America 250 Merch drop; featuring Benjamin Franklin; George Washington and Alexander Hamilton: https://shop.prometheanaction.com/collections/america-250-founding-fathers-collection-17762026  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Saturday Wrap-Up - SLAPPED DOWN: Trump Just Told Israel AND NATO No ? Here's Why - March 21; 2026 02:06 What Is Driving Trump's Break With Israel; NATO; and London 04:22 NATO's COWARDICE 08:43 The Japan Deal ? What the New World Looks Like
795	 Y 	 #shorts 	gD_i994_eFw	Trump's Middle East Strategy: What the Critics Are Missing #shorts	https://www.youtube.com/watch?v=gD_i994_eFw	Promethean Updates	20260320	70	40867	4828	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Critics underestimate Trump's Middle East approach; ignoring his focus on regional stabilization and clear policy frameworks. His actions signal a strategic shift; not improvisation. #TrumpStrategy #MiddleEast #Geopolitics #PoliticalAnalysis
3,679	 N 	 aybook? 	IqNHdC9USis	Did Trump Just Revive Hamilton's Economic Playbook?	https://www.youtube.com/watch?v=IqNHdC9USis	Promethean Action Science	20260320	955	13868	1750	Sign up for our FREE newsletters: https://prom.ac/sci   Contact ? Science@PrometheanAction.com  X ? https://x.com/Ben_Deniston   China didn't just outcompete America on critical minerals?it used predatory pricing to deliberately bankrupt U.S. operations like Mountain Pass. Meanwhile; Bank of England-led climate finance restrictions choked off credit to energy-intensive industries. The result? The U.S. now depends on adversaries for the minerals that run its economy and military.  The Trump Administration is fighting back?and the playbook isn't new. It's the American System. DOD loans to MP Materials ($150M) and Vulcan Elements ($620M). A $10B Export-Import Bank loan for "Project Vault." Price guarantees and allied coordination through FORGE. Equity stakes in MP Materials ($400M); Trilogy Metals (10%); and Lithium Americas (5%).  These aren't bailouts. They're public credit tools?affordable loans; guaranteed price floors; and government equity stakes?designed to expand U.S. mining; processing; and manufacturing capacity. It's the same approach Alexander Hamilton used to industrialize a fledgling nation and FDR used to mobilize the Arsenal of Democracy.  Credit isn't debt. It's investment in future productivity. And it's how America wins the minerals war.  00:00 Trump and Hamilton 01:44 Tools for Minerals 02:30 Loans Price Floors Equity 05:38 China Predatory Pricing 08:15 London Climate Credit 11:00 American System Public Credit 11:28 Hamilton to the RFC 14:37 Wrap Up and Call  Sources and transcript available to paid subscribers. Sign up at https://prom.ac/sci
1,264	 Y 	 #shorts 	yTPo1m_3yXY	Trump's Bold Iran Strike & European Double Game Exposed #shorts	https://www.youtube.com/watch?v=yTPo1m_3yXY	Promethean Updates	20260319	76	59853	6260	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Under Biden; talks stalled as Iran advanced its arsenal. Trump intervened with Operation Midnight Hammer and sanctions; eventually gaining European support. Meanwhile; Europe sabotaged Ukraine peace talks and jeopardized energy security. #IranNuclearDeal #Geopolitics #InternationalRelations #EuropeanPolitics #DonaldTrump
1,285	 Y 	 #shorts 	jKfjHj1sfVE	Trump's NATO Exit: The Real Reason Revealed #shorts	https://www.youtube.com/watch?v=jKfjHj1sfVE	Promethean Updates	20260319	59	78416	9227	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Forget oil prices or tantrums. President Trump has been planning to leave NATO for months. Europe's refusal to back him on Iran merely confirmed his view of their 'stupid games.' The alliance's end began with Vance's warning at the Munich Security Conference: Europe is being destroyed from within by censorship and election rigging. #Trump #NATO #Geopolitics #Europe #Politics
282,920	 N 	 ive Q&A 	CiKVGq_-llE	?? NATO EXPOSED: Hormuz Refusal Breaks the Alliance; Joe Kent Psyop UNMASKED | Live Q&A	https://www.youtube.com/watch?v=CiKVGq_-llE	Promethean Updates	20260319	7692	132412	11235	Get our FREE Newsletter at https://www.PrometheanAction.com ? Join us for a live broadcast; with your hosts Barbara Boyd; Susan Kokinda and Adam Sturman. Thursday March 19th at 11am Eastern; 8am Pacific every Thursday. We take your questions from both the Youtube live chat and our Newsletter Subscribers!  Trump's demand that NATO allies patrol the Strait of Hormuz just exposed the alliance for what it is ? a paper tiger. Germany; the UK; Australia; and Japan all refused. The mask is off.  Then there's Joe Kent ? his sudden resignation from the National Counterterrorism Center isn't what it looks like. We break down why this is a coordinated psyop designed to fracture the MAGA coalition from within.  Join us LIVE for analysis and your questions.  ???? America 250 Merch drop; featuring Benjamin Franklin; George Washington and Alexander Hamilton: https://shop.prometheanaction.com/collections/america-250-founding-fathers-collection-17762026  ?? Promethean PAC NEW Midterm Flyer: https://prom.ac/fl2  ???? E BOOK - IT'S THE BRITISH WHO MURDER OUR PRESIDENTS https://www.prometheanaction.com/it-is-the-british-who-murder-our-presidents/  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  ?? *Make a one-time donation to Promethean PAC* https://www.prometheanpac.com/donate_social_otm?recruiter_id=139893
2,154	 Y 	 #shorts 	4ILuaIlX1WY	UN Vote: Why Didn't Russia & China Veto? #shorts	https://www.youtube.com/watch?v=4ILuaIlX1WY	Promethean Updates	20260318	84	92311	9493	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. In a surprising move; the UN Security Council passed a resolution condemning Iran's missile and drone attacks; with 135 co-sponsoring nations. Russia and China abstained; signaling a shift in geopolitical alliances away from traditional Cold War dynamics. #UNSecurityCouncil #Iran #Geopolitics #InternationalRelations #GlobalPolitics
12	 N 	  Earths 	kT2I89hOvCc	Coal Plant Garbage Contains 100 Years of Rare Earths	https://www.youtube.com/watch?v=kT2I89hOvCc	Promethean Action Science	20260318	48	886	115	Sign up for our FREE newsletters: https://prom.ac/sci   Contact me at science@prometheanaction.com   The fine powder ash filtered from coal plants has been dumped into landfills across the United States for decades. Those deposits contain over one million tonnes of rare earth elements ? enough to supply current U.S. demand for more than a century.  The problem isn't that the resources aren't there. They're locked in glass formations that conventional processing technology can't access. But higher energy-density systems like plasma processing can crack them open. Today's waste becomes tomorrow's strategic supply.  This is part of the Promethean Action Science series on critical minerals; frontier processing technology; and how human progress transforms our relationship to natural resources.  #rareearths #coalash #criticalminerals #mining #plasma #energydensity #americanindustry #humanprogress #trump
65,389	 N 	  Empire 	BW7nG3iuacU	NATO DUMPED: Trump's Precision Strike Ends Britain's Forever War Empire	https://www.youtube.com/watch?v=BW7nG3iuacU	Promethean Updates	20260318	804	292787	41215	Get our FREE Newsletter at https://www.PrometheanAction.com ? Barbara Boyd argues President Trump has been testing NATO for months and is now seriously considering leaving the alliance after European allies refused to help defend shipping in the Strait of Hormuz; a move she says confirmed his view that NATO plays ?stupid games? while the U.S. pays the costs. She traces the turning point to the February 2025 Munich Security Conference; where Vice President JD Vance warned Europe is threatened from within and must provide for its own defense. Boyd links Trump?s Iran policy?renewed talks; a 60-day deadline; then Operation Midnight Hammer and subsequent European sanctions?to an economic strategy built on cheap; reliable energy and a desire to reduce U.S. military focus in the Middle East while expanding investment-led development. She also warns of competing online narratives after Charlie Kirk?s 2025 assassination that aim to fracture MAGA through religious warfare; targeting Vance and DNI Tulsi Gabbard.  ???? America 250 Merch drop; featuring Benjamin Franklin; George Washington and Alexander Hamilton: https://shop.prometheanaction.com/collections/america-250-founding-fathers-collection-17762026  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Midweek Update - NATO DUMPED: Trump's Precision Strike Ends Britain's Forever War Empire - March 18; 2026 02:11 Vance Warned Them at Munich ? Now Trump Is Walking Out 05:50 London's Oil Markets Need Iran's Chaos ? Trump Is Cutting Them Off 08:50 The Empire's Psyop: Splitting MAGA Along Religious Lines
